,year,city,country,avg_temp,moving_average
8547,1832,Belo Horizonte,Brazil,20.31,
8548,1833,Belo Horizonte,Brazil,21.29,
8549,1834,Belo Horizonte,Brazil,20.58,
8550,1835,Belo Horizonte,Brazil,19.99,
8551,1836,Belo Horizonte,Brazil,20.21,
8552,1837,Belo Horizonte,Brazil,19.65,
8553,1838,Belo Horizonte,Brazil,20.09,
8554,1839,Belo Horizonte,Brazil,19.89,
8555,1840,Belo Horizonte,Brazil,20.57,
8556,1841,Belo Horizonte,Brazil,20.26,20.284
8557,1842,Belo Horizonte,Brazil,20.69,20.321999999999996
8558,1843,Belo Horizonte,Brazil,20.83,20.275999999999996
8566,1851,Belo Horizonte,Brazil,20.8,20.297999999999995
8567,1852,Belo Horizonte,Brazil,20.96,20.394999999999996
8568,1853,Belo Horizonte,Brazil,20.98,20.471999999999994
8569,1854,Belo Horizonte,Brazil,21.06,20.612999999999992
8570,1855,Belo Horizonte,Brazil,21.1,20.71399999999999
8571,1856,Belo Horizonte,Brazil,20.14,20.738999999999994
8572,1857,Belo Horizonte,Brazil,20.62,20.743999999999993
8573,1858,Belo Horizonte,Brazil,19.79,20.696999999999996
8574,1859,Belo Horizonte,Brazil,20.43,20.670999999999996
8575,1860,Belo Horizonte,Brazil,21.13,20.700999999999993
8576,1861,Belo Horizonte,Brazil,20.34,20.654999999999994
8577,1862,Belo Horizonte,Brazil,20.3,20.58899999999999
8578,1863,Belo Horizonte,Brazil,20.33,20.523999999999994
8579,1864,Belo Horizonte,Brazil,20.33,20.450999999999993
8580,1865,Belo Horizonte,Brazil,20.24,20.364999999999995
8581,1866,Belo Horizonte,Brazil,20.44,20.394999999999992
8582,1867,Belo Horizonte,Brazil,20.61,20.393999999999995
8583,1868,Belo Horizonte,Brazil,21.46,20.560999999999996
8584,1869,Belo Horizonte,Brazil,21.4,20.657999999999994
8585,1870,Belo Horizonte,Brazil,21.38,20.682999999999996
8586,1871,Belo Horizonte,Brazil,21.07,20.755999999999993
8587,1872,Belo Horizonte,Brazil,21.0,20.825999999999993
8588,1873,Belo Horizonte,Brazil,21.22,20.914999999999992
8589,1874,Belo Horizonte,Brazil,20.58,20.93999999999999
8590,1875,Belo Horizonte,Brazil,20.14,20.92999999999999
8591,1876,Belo Horizonte,Brazil,20.39,20.92499999999999
8592,1877,Belo Horizonte,Brazil,21.13,20.976999999999986
8593,1878,Belo Horizonte,Brazil,21.55,20.985999999999986
8594,1879,Belo Horizonte,Brazil,20.2,20.865999999999985
8595,1880,Belo Horizonte,Brazil,21.18,20.845999999999986
8596,1881,Belo Horizonte,Brazil,20.61,20.79999999999999
8597,1882,Belo Horizonte,Brazil,20.05,20.70499999999999
8598,1883,Belo Horizonte,Brazil,20.29,20.611999999999988
8599,1884,Belo Horizonte,Brazil,20.17,20.57099999999999
8600,1885,Belo Horizonte,Brazil,21.05,20.661999999999995
8601,1886,Belo Horizonte,Brazil,20.31,20.653999999999996
8602,1887,Belo Horizonte,Brazil,20.8,20.621
8603,1888,Belo Horizonte,Brazil,21.17,20.583
8604,1889,Belo Horizonte,Brazil,21.4,20.703
8605,1890,Belo Horizonte,Brazil,20.63,20.648
8606,1891,Belo Horizonte,Brazil,20.83,20.669999999999998
8607,1892,Belo Horizonte,Brazil,20.62,20.726999999999997
8608,1893,Belo Horizonte,Brazil,20.01,20.698999999999998
8609,1894,Belo Horizonte,Brazil,20.89,20.770999999999997
8610,1895,Belo Horizonte,Brazil,20.67,20.732999999999997
8611,1896,Belo Horizonte,Brazil,20.7,20.772
8612,1897,Belo Horizonte,Brazil,20.65,20.756999999999998
8613,1898,Belo Horizonte,Brazil,20.9,20.729999999999997
8614,1899,Belo Horizonte,Brazil,21.17,20.706999999999997
8615,1900,Belo Horizonte,Brazil,20.94,20.737999999999996
8616,1901,Belo Horizonte,Brazil,20.74,20.728999999999996
8617,1902,Belo Horizonte,Brazil,21.24,20.790999999999997
8618,1903,Belo Horizonte,Brazil,21.0,20.889999999999997
8619,1904,Belo Horizonte,Brazil,20.03,20.803999999999995
8620,1905,Belo Horizonte,Brazil,21.29,20.865999999999996
8621,1906,Belo Horizonte,Brazil,20.93,20.889
8622,1907,Belo Horizonte,Brazil,20.63,20.886999999999997
8623,1908,Belo Horizonte,Brazil,20.95,20.891999999999996
8624,1909,Belo Horizonte,Brazil,20.56,20.830999999999996
8625,1910,Belo Horizonte,Brazil,20.81,20.817999999999994
8626,1911,Belo Horizonte,Brazil,20.7,20.813999999999993
8627,1912,Belo Horizonte,Brazil,20.73,20.76299999999999
8628,1913,Belo Horizonte,Brazil,21.04,20.76699999999999
8629,1914,Belo Horizonte,Brazil,21.46,20.90999999999999
8630,1915,Belo Horizonte,Brazil,21.46,20.926999999999992
8631,1916,Belo Horizonte,Brazil,20.83,20.91699999999999
8632,1917,Belo Horizonte,Brazil,20.02,20.85599999999999
8633,1918,Belo Horizonte,Brazil,20.52,20.812999999999995
8634,1919,Belo Horizonte,Brazil,20.91,20.847999999999992
8635,1920,Belo Horizonte,Brazil,20.79,20.845999999999993
8636,1921,Belo Horizonte,Brazil,20.65,20.840999999999994
8637,1922,Belo Horizonte,Brazil,21.15,20.882999999999996
8638,1923,Belo Horizonte,Brazil,20.79,20.857999999999997
8639,1924,Belo Horizonte,Brazil,20.7,20.781999999999993
8640,1925,Belo Horizonte,Brazil,20.77,20.712999999999994
8641,1926,Belo Horizonte,Brazil,21.05,20.734999999999996
8642,1927,Belo Horizonte,Brazil,21.13,20.845999999999997
8643,1928,Belo Horizonte,Brazil,21.43,20.936999999999994
8644,1929,Belo Horizonte,Brazil,21.12,20.957999999999995
8645,1930,Belo Horizonte,Brazil,21.27,21.005999999999997
8646,1931,Belo Horizonte,Brazil,20.99,21.04
8647,1932,Belo Horizonte,Brazil,21.54,21.078999999999997
8648,1933,Belo Horizonte,Brazil,20.48,21.047999999999995
8649,1934,Belo Horizonte,Brazil,21.11,21.089
8650,1935,Belo Horizonte,Brazil,21.27,21.139
8651,1936,Belo Horizonte,Brazil,21.37,21.171
8652,1937,Belo Horizonte,Brazil,21.04,21.162
8653,1938,Belo Horizonte,Brazil,21.26,21.144999999999996
8654,1939,Belo Horizonte,Brazil,21.39,21.171999999999997
8655,1940,Belo Horizonte,Brazil,21.47,21.191999999999997
8656,1941,Belo Horizonte,Brazil,21.49,21.241999999999997
8657,1942,Belo Horizonte,Brazil,21.16,21.203999999999997
8658,1943,Belo Horizonte,Brazil,20.74,21.229999999999997
8659,1944,Belo Horizonte,Brazil,21.1,21.228999999999996
8660,1945,Belo Horizonte,Brazil,20.77,21.178999999999995
8661,1946,Belo Horizonte,Brazil,21.55,21.196999999999996
8662,1947,Belo Horizonte,Brazil,20.84,21.177
8663,1948,Belo Horizonte,Brazil,21.14,21.165
8664,1949,Belo Horizonte,Brazil,20.73,21.098999999999997
8665,1950,Belo Horizonte,Brazil,21.11,21.062999999999995
8666,1951,Belo Horizonte,Brazil,21.13,21.026999999999994
8667,1952,Belo Horizonte,Brazil,21.14,21.025
8668,1953,Belo Horizonte,Brazil,21.17,21.067999999999994
8669,1954,Belo Horizonte,Brazil,21.65,21.122999999999998
8670,1955,Belo Horizonte,Brazil,20.95,21.140999999999995
8671,1956,Belo Horizonte,Brazil,20.67,21.05299999999999
8672,1957,Belo Horizonte,Brazil,20.96,21.06499999999999
8673,1958,Belo Horizonte,Brazil,21.49,21.099999999999994
8674,1959,Belo Horizonte,Brazil,21.9,21.216999999999995
8675,1960,Belo Horizonte,Brazil,21.03,21.208999999999996
8676,1961,Belo Horizonte,Brazil,21.69,21.264999999999997
8677,1962,Belo Horizonte,Brazil,20.74,21.225
8678,1963,Belo Horizonte,Brazil,21.95,21.302999999999997
8679,1964,Belo Horizonte,Brazil,20.73,21.210999999999995
8680,1965,Belo Horizonte,Brazil,21.32,21.247999999999998
8681,1966,Belo Horizonte,Brazil,21.41,21.321999999999996
8682,1967,Belo Horizonte,Brazil,21.53,21.378999999999998
8683,1968,Belo Horizonte,Brazil,20.51,21.280999999999995
8684,1969,Belo Horizonte,Brazil,21.66,21.256999999999994
8685,1970,Belo Horizonte,Brazil,21.43,21.296999999999993
8686,1971,Belo Horizonte,Brazil,21.02,21.229999999999997
8687,1972,Belo Horizonte,Brazil,21.61,21.316999999999997
8688,1973,Belo Horizonte,Brazil,21.87,21.308999999999997
8689,1974,Belo Horizonte,Brazil,21.14,21.349999999999998
8690,1975,Belo Horizonte,Brazil,20.93,21.311
8691,1976,Belo Horizonte,Brazil,21.07,21.276999999999997
8692,1977,Belo Horizonte,Brazil,21.68,21.291999999999998
8693,1978,Belo Horizonte,Brazil,20.94,21.335
8694,1979,Belo Horizonte,Brazil,20.87,21.256
8695,1980,Belo Horizonte,Brazil,21.63,21.276
8696,1981,Belo Horizonte,Brazil,21.19,21.293
8697,1982,Belo Horizonte,Brazil,21.5,21.282
8698,1983,Belo Horizonte,Brazil,21.48,21.243
8699,1984,Belo Horizonte,Brazil,22.14,21.343
8700,1985,Belo Horizonte,Brazil,21.39,21.389
8701,1986,Belo Horizonte,Brazil,21.84,21.466
8702,1987,Belo Horizonte,Brazil,22.05,21.503
8703,1988,Belo Horizonte,Brazil,21.63,21.572
8704,1989,Belo Horizonte,Brazil,21.13,21.598
8705,1990,Belo Horizonte,Brazil,21.88,21.622999999999998
8706,1991,Belo Horizonte,Brazil,21.43,21.647
8707,1992,Belo Horizonte,Brazil,21.35,21.631999999999998
8708,1993,Belo Horizonte,Brazil,21.94,21.678
8709,1994,Belo Horizonte,Brazil,21.91,21.655
8710,1995,Belo Horizonte,Brazil,22.07,21.723000000000003
8711,1996,Belo Horizonte,Brazil,21.56,21.695
8712,1997,Belo Horizonte,Brazil,21.91,21.681
8713,1998,Belo Horizonte,Brazil,22.35,21.753
8714,1999,Belo Horizonte,Brazil,21.59,21.799
8715,2000,Belo Horizonte,Brazil,21.69,21.78
8716,2001,Belo Horizonte,Brazil,22.14,21.851
8717,2002,Belo Horizonte,Brazil,22.5,21.966
8718,2003,Belo Horizonte,Brazil,22.08,21.98
8719,2004,Belo Horizonte,Brazil,21.59,21.948
8720,2005,Belo Horizonte,Brazil,22.05,21.946000000000005
8721,2006,Belo Horizonte,Brazil,21.82,21.972
8722,2007,Belo Horizonte,Brazil,22.19,22.000000000000004
8723,2008,Belo Horizonte,Brazil,21.86,21.951
8724,2009,Belo Horizonte,Brazil,22.25,22.017000000000003
8725,2010,Belo Horizonte,Brazil,22.12,22.060000000000002
8726,2011,Belo Horizonte,Brazil,21.74,22.020000000000003
8727,2012,Belo Horizonte,Brazil,22.16,21.986000000000004
8728,2013,Belo Horizonte,Brazil,21.59,21.937000000000005
35914,1743,London,Canada,2.77,
35915,1744,London,Canada,10.19,
35916,1745,London,Canada,-1.12,
35921,1750,London,Canada,8.34,
35922,1751,London,Canada,8.84,
35923,1752,London,Canada,1.64,
35924,1753,London,Canada,7.87,
35925,1754,London,Canada,8.15,
35926,1755,London,Canada,5.12,
35927,1756,London,Canada,8.59,6.039
35928,1757,London,Canada,7.29,6.491000000000001
35929,1758,London,Canada,6.47,6.1190000000000015
35930,1759,London,Canada,7.39,6.9700000000000015
35931,1760,London,Canada,5.97,6.733000000000001
35932,1761,London,Canada,8.36,6.6850000000000005
35933,1762,London,Canada,7.85,7.306
35934,1763,London,Canada,5.54,7.073
35935,1764,London,Canada,8.03,7.061
35936,1765,London,Canada,7.37,7.286
35937,1766,London,Canada,8.38,7.264999999999999
35938,1767,London,Canada,6.97,7.232999999999999
35939,1768,London,Canada,6.89,7.274999999999999
35940,1769,London,Canada,7.54,7.289999999999999
35941,1770,London,Canada,7.44,7.436999999999999
35942,1771,London,Canada,8.41,7.441999999999998
35943,1772,London,Canada,8.05,7.461999999999999
35944,1773,London,Canada,8.34,7.741999999999999
35945,1774,London,Canada,7.86,7.724999999999999
35946,1775,London,Canada,8.73,7.860999999999999
35947,1776,London,Canada,7.84,7.8069999999999995
35948,1777,London,Canada,7.32,7.841999999999999
35949,1778,London,Canada,5.54,7.706999999999999
35950,1779,London,Canada,8.25,7.777999999999999
35951,1780,London,Canada,10.54,8.088
35952,1781,London,Canada,8.07,8.053999999999998
35953,1782,London,Canada,7.51,8.0
35954,1783,London,Canada,7.22,7.888
35955,1784,London,Canada,7.0,7.802
35956,1785,London,Canada,6.94,7.622999999999999
35957,1786,London,Canada,7.46,7.584999999999998
35958,1787,London,Canada,7.47,7.599999999999997
35959,1788,London,Canada,8.12,7.857999999999997
35960,1789,London,Canada,7.82,7.814999999999998
35961,1790,London,Canada,7.75,7.535999999999999
35962,1791,London,Canada,7.84,7.513
35963,1792,London,Canada,7.26,7.4879999999999995
35964,1793,London,Canada,8.13,7.578999999999999
35965,1794,London,Canada,8.16,7.6949999999999985
35966,1795,London,Canada,7.71,7.7719999999999985
35967,1796,London,Canada,7.56,7.781999999999999
35968,1797,London,Canada,7.33,7.767999999999999
35969,1798,London,Canada,8.18,7.773999999999998
35970,1799,London,Canada,7.76,7.767999999999998
35971,1800,London,Canada,7.92,7.784999999999998
35972,1801,London,Canada,8.31,7.831999999999998
35973,1802,London,Canada,8.56,7.961999999999998
35974,1803,London,Canada,8.37,7.985999999999999
35975,1804,London,Canada,8.15,7.984999999999999
35976,1805,London,Canada,8.62,8.076
35977,1806,London,Canada,7.82,8.102
35978,1807,London,Canada,7.61,8.13
35979,1808,London,Canada,7.79,8.091000000000003
35980,1809,London,Canada,7.03,8.018000000000002
35981,1810,London,Canada,7.37,7.963000000000003
35982,1811,London,Canada,7.49,7.881000000000002
35983,1812,London,Canada,6.13,7.638000000000001
35984,1813,London,Canada,7.41,7.542
35985,1814,London,Canada,7.24,7.450999999999999
35986,1815,London,Canada,6.65,7.254
35987,1816,London,Canada,6.16,7.087999999999999
35988,1817,London,Canada,6.25,6.952
35989,1818,London,Canada,6.9,6.8629999999999995
35990,1819,London,Canada,7.21,6.8809999999999985
35991,1820,London,Canada,7.22,6.865999999999998
35992,1821,London,Canada,6.91,6.807999999999998
35993,1822,London,Canada,7.88,6.982999999999999
35994,1823,London,Canada,7.11,6.9529999999999985
35995,1824,London,Canada,7.55,6.983999999999999
35996,1825,London,Canada,8.59,7.177999999999999
35997,1826,London,Canada,8.37,7.398999999999999
35998,1827,London,Canada,8.21,7.594999999999999
35999,1828,London,Canada,9.08,7.812999999999998
36000,1829,London,Canada,7.63,7.854999999999999
36001,1830,London,Canada,8.47,7.979999999999999
36002,1831,London,Canada,7.0,7.988999999999999
36003,1832,London,Canada,8.07,8.008
36004,1833,London,Canada,8.06,8.102999999999998
36005,1834,London,Canada,8.36,8.184
36006,1835,London,Canada,7.43,8.067999999999998
36007,1836,London,Canada,6.42,7.8729999999999976
36008,1837,London,Canada,7.16,7.767999999999998
36009,1838,London,Canada,6.71,7.530999999999997
36010,1839,London,Canada,7.74,7.541999999999997
36011,1840,London,Canada,8.05,7.499999999999997
36012,1841,London,Canada,7.46,7.545999999999997
36013,1842,London,Canada,7.97,7.535999999999996
36014,1843,London,Canada,7.0,7.429999999999995
36015,1844,London,Canada,8.13,7.406999999999995
36016,1845,London,Canada,8.17,7.4809999999999945
36017,1846,London,Canada,8.58,7.696999999999994
36018,1847,London,Canada,7.28,7.708999999999994
36019,1848,London,Canada,7.86,7.823999999999995
36020,1849,London,Canada,7.43,7.792999999999997
36021,1850,London,Canada,7.65,7.7529999999999974
36022,1851,London,Canada,7.73,7.7799999999999985
36023,1852,London,Canada,7.46,7.728999999999997
36024,1853,London,Canada,8.05,7.833999999999998
36025,1854,London,Canada,8.31,7.8519999999999985
36026,1855,London,Canada,7.39,7.773999999999998
36027,1856,London,Canada,6.35,7.5509999999999975
36028,1857,London,Canada,6.74,7.496999999999997
36029,1858,London,Canada,8.16,7.526999999999997
36030,1859,London,Canada,7.8,7.563999999999996
36031,1860,London,Canada,7.72,7.570999999999995
36032,1861,London,Canada,7.69,7.566999999999995
36033,1862,London,Canada,7.48,7.5689999999999955
36034,1863,London,Canada,7.51,7.514999999999996
36035,1864,London,Canada,7.46,7.429999999999995
36036,1865,London,Canada,7.89,7.479999999999995
36037,1866,London,Canada,6.93,7.537999999999997
36038,1867,London,Canada,7.17,7.580999999999998
36039,1868,London,Canada,6.68,7.432999999999998
36040,1869,London,Canada,6.81,7.333999999999999
36041,1870,London,Canada,8.33,7.394999999999999
36042,1871,London,Canada,7.56,7.382
36043,1872,London,Canada,6.78,7.311999999999999
36044,1873,London,Canada,6.92,7.252999999999998
36045,1874,London,Canada,7.84,7.2909999999999995
36046,1875,London,Canada,5.69,7.071
36047,1876,London,Canada,7.48,7.1259999999999994
36048,1877,London,Canada,8.48,7.257
36049,1878,London,Canada,8.94,7.482999999999999
36050,1879,London,Canada,7.68,7.5699999999999985
36051,1880,London,Canada,8.45,7.581999999999999
36052,1881,London,Canada,8.45,7.670999999999999
36053,1882,London,Canada,8.06,7.7989999999999995
36054,1883,London,Canada,6.5,7.757
36055,1884,London,Canada,7.46,7.7189999999999985
36056,1885,London,Canada,6.04,7.754
36057,1886,London,Canada,7.25,7.730999999999999
36058,1887,London,Canada,7.59,7.641999999999999
36059,1888,London,Canada,6.68,7.4159999999999995
36060,1889,London,Canada,7.97,7.4449999999999985
36061,1890,London,Canada,8.06,7.405999999999999
36062,1891,London,Canada,8.3,7.390999999999998
36063,1892,London,Canada,7.43,7.327999999999998
36064,1893,London,Canada,7.01,7.378999999999998
36065,1894,London,Canada,8.65,7.497999999999999
36066,1895,London,Canada,7.08,7.6019999999999985
36067,1896,London,Canada,7.99,7.6759999999999975
36068,1897,London,Canada,7.95,7.711999999999998
36069,1898,London,Canada,8.66,7.909999999999997
36070,1899,London,Canada,8.04,7.916999999999996
36071,1900,London,Canada,8.53,7.963999999999996
36072,1901,London,Canada,7.67,7.900999999999996
36073,1902,London,Canada,7.76,7.9339999999999975
36074,1903,London,Canada,7.74,8.006999999999996
36075,1904,London,Canada,6.22,7.763999999999996
36076,1905,London,Canada,7.34,7.7899999999999965
36077,1906,London,Canada,8.38,7.828999999999996
36078,1907,London,Canada,6.92,7.725999999999996
36079,1908,London,Canada,8.3,7.689999999999996
36080,1909,London,Canada,7.92,7.677999999999997
36081,1910,London,Canada,7.73,7.597999999999997
36082,1911,London,Canada,8.62,7.692999999999998
36083,1912,London,Canada,7.01,7.617999999999998
36084,1913,London,Canada,8.59,7.7029999999999985
36085,1914,London,Canada,7.65,7.845999999999999
36086,1915,London,Canada,7.85,7.8969999999999985
36087,1916,London,Canada,7.75,7.833999999999999
36088,1917,London,Canada,5.96,7.737999999999998
36089,1918,London,Canada,7.8,7.687999999999998
36090,1919,London,Canada,8.66,7.761999999999998
36091,1920,London,Canada,7.43,7.7319999999999975
36092,1921,London,Canada,9.75,7.844999999999997
36093,1922,London,Canada,8.62,8.005999999999997
36094,1923,London,Canada,7.74,7.920999999999997
36095,1924,London,Canada,6.79,7.834999999999996
36096,1925,London,Canada,7.7,7.819999999999998
36097,1926,London,Canada,6.77,7.721999999999997
36098,1927,London,Canada,8.27,7.952999999999998
36099,1928,London,Canada,7.97,7.969999999999997
36100,1929,London,Canada,7.6,7.863999999999997
36101,1930,London,Canada,8.45,7.965999999999997
36102,1931,London,Canada,9.59,7.9499999999999975
36103,1932,London,Canada,8.66,7.953999999999996
36104,1933,London,Canada,8.93,8.072999999999997
36105,1934,London,Canada,7.9,8.183999999999997
36106,1935,London,Canada,7.72,8.185999999999996
36107,1936,London,Canada,7.82,8.290999999999999
36108,1937,London,Canada,8.15,8.279
36109,1938,London,Canada,8.96,8.378
36110,1939,London,Canada,8.58,8.476
36111,1940,London,Canada,7.16,8.347
36112,1941,London,Canada,9.0,8.288
36113,1942,London,Canada,8.33,8.254999999999999
36114,1943,London,Canada,7.51,8.113
36115,1944,London,Canada,8.5,8.172999999999998
36116,1945,London,Canada,7.91,8.191999999999998
36117,1946,London,Canada,9.07,8.316999999999998
36118,1947,London,Canada,8.21,8.322999999999999
36119,1948,London,Canada,8.27,8.254
36120,1949,London,Canada,9.52,8.347999999999999
36121,1950,London,Canada,7.67,8.399
36122,1951,London,Canada,8.15,8.314
36123,1952,London,Canada,8.94,8.375
36124,1953,London,Canada,9.39,8.562999999999999
36125,1954,London,Canada,8.55,8.568
36126,1955,London,Canada,9.06,8.683
36127,1956,London,Canada,8.12,8.588
36128,1957,London,Canada,8.41,8.607999999999999
36129,1958,London,Canada,7.6,8.540999999999999
36130,1959,London,Canada,8.66,8.454999999999998
36131,1960,London,Canada,7.92,8.479999999999999
36132,1961,London,Canada,8.41,8.505999999999997
36133,1962,London,Canada,7.88,8.399999999999997
36134,1963,London,Canada,7.46,8.206999999999997
36135,1964,London,Canada,8.5,8.201999999999996
36136,1965,London,Canada,7.9,8.085999999999997
36137,1966,London,Canada,7.93,8.066999999999997
36138,1967,London,Canada,7.84,8.009999999999996
36139,1968,London,Canada,8.11,8.060999999999996
36140,1969,London,Canada,8.11,8.005999999999997
36141,1970,London,Canada,8.29,8.042999999999996
36142,1971,London,Canada,8.52,8.053999999999997
36143,1972,London,Canada,7.55,8.020999999999997
36144,1973,London,Canada,9.3,8.204999999999997
36145,1974,London,Canada,8.09,8.163999999999998
36146,1975,London,Canada,8.8,8.253999999999996
36147,1976,London,Canada,7.51,8.211999999999998
36148,1977,London,Canada,8.17,8.244999999999997
36149,1978,London,Canada,7.2,8.153999999999998
36150,1979,London,Canada,7.75,8.117999999999999
36151,1980,London,Canada,7.61,8.049999999999997
36152,1981,London,Canada,8.12,8.009999999999998
36153,1982,London,Canada,8.13,8.067999999999998
36154,1983,London,Canada,8.81,8.018999999999998
36155,1984,London,Canada,8.37,8.046999999999999
36156,1985,London,Canada,8.37,8.004
36157,1986,London,Canada,8.59,8.111999999999998
36158,1987,London,Canada,9.35,8.229999999999999
36159,1988,London,Canada,8.58,8.367999999999999
36160,1989,London,Canada,7.84,8.376999999999999
36161,1990,London,Canada,9.48,8.563999999999998
36162,1991,London,Canada,9.72,8.723999999999998
36163,1992,London,Canada,8.05,8.715999999999998
36164,1993,London,Canada,8.11,8.645999999999997
36165,1994,London,Canada,8.11,8.619999999999997
36166,1995,London,Canada,8.52,8.634999999999996
36167,1996,London,Canada,7.85,8.560999999999996
36168,1997,London,Canada,8.09,8.434999999999997
36169,1998,London,Canada,10.6,8.636999999999997
36170,1999,London,Canada,9.53,8.805999999999996
36171,2000,London,Canada,8.67,8.724999999999996
36172,2001,London,Canada,9.63,8.715999999999996
36173,2002,London,Canada,9.45,8.855999999999996
36174,2003,London,Canada,8.12,8.856999999999996
36175,2004,London,Canada,8.63,8.908999999999995
36176,2005,London,Canada,9.05,8.961999999999996
36177,2006,London,Canada,9.83,9.159999999999997
36178,2007,London,Canada,9.14,9.264999999999997
36179,2008,London,Canada,8.61,9.065999999999997
36180,2009,London,Canada,8.38,8.950999999999997
36181,2010,London,Canada,9.47,9.030999999999995
36182,2011,London,Canada,9.32,8.999999999999996
36183,2012,London,Canada,10.51,9.105999999999998
36184,2013,London,Canada,10.11,9.304999999999996
36185,1743,London,United Kingdom,7.54,9.195999999999998
36186,1744,London,United Kingdom,10.34,9.325
36187,1745,London,United Kingdom,4.13,8.754999999999999
36192,1750,London,United Kingdom,10.25,8.865999999999998
36193,1751,London,United Kingdom,9.99,9.003999999999998
36194,1752,London,United Kingdom,6.54,8.819999999999999
36195,1753,London,United Kingdom,9.42,8.815
36196,1754,London,United Kingdom,9.2,8.803
36197,1755,London,United Kingdom,8.95,8.647
36198,1756,London,United Kingdom,9.42,8.578
36199,1757,London,United Kingdom,9.34,8.758
36200,1758,London,United Kingdom,8.85,8.608999999999998
36201,1759,London,United Kingdom,9.8,9.175999999999998
36202,1760,London,United Kingdom,9.26,9.077
36203,1761,London,United Kingdom,9.69,9.047
36204,1762,London,United Kingdom,8.99,9.291999999999998
36205,1763,London,United Kingdom,8.75,9.224999999999998
36206,1764,London,United Kingdom,9.14,9.218999999999998
36207,1765,London,United Kingdom,8.95,9.218999999999998
36208,1766,London,United Kingdom,9.07,9.184
36209,1767,London,United Kingdom,8.98,9.148
36210,1768,London,United Kingdom,9.12,9.175
36211,1769,London,United Kingdom,9.04,9.099
36212,1770,London,United Kingdom,9.03,9.075999999999999
36213,1771,London,United Kingdom,8.78,8.985
36214,1772,London,United Kingdom,9.36,9.022
36215,1773,London,United Kingdom,9.33,9.08
36216,1774,London,United Kingdom,9.1,9.075999999999999
36217,1775,London,United Kingdom,10.1,9.190999999999999
36218,1776,London,United Kingdom,9.21,9.204999999999998
36219,1777,London,United Kingdom,9.25,9.231999999999998
36220,1778,London,United Kingdom,9.8,9.299999999999997
36221,1779,London,United Kingdom,10.76,9.471999999999998
36222,1780,London,United Kingdom,9.67,9.535999999999998
36223,1781,London,United Kingdom,10.41,9.698999999999996
36224,1782,London,United Kingdom,8.44,9.606999999999996
36225,1783,London,United Kingdom,9.97,9.670999999999996
36226,1784,London,United Kingdom,8.29,9.589999999999998
36227,1785,London,United Kingdom,8.54,9.433999999999997
36228,1786,London,United Kingdom,8.35,9.347999999999995
36229,1787,London,United Kingdom,9.53,9.375999999999996
36230,1788,London,United Kingdom,9.39,9.334999999999997
36231,1789,London,United Kingdom,9.12,9.170999999999996
36232,1790,London,United Kingdom,9.67,9.170999999999996
